job_name,task,condition,step_id,t_sec,tool,bash_class,is_sidechain
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,6,35.461,Bash,inspect,False
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,6,35.461,Bash,inspect,False
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,7,41.264,Bash,inspect,False
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,8,48.004,Agent,,False
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,10,80.382,Bash,inspect,True
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,11,80.611,Bash,other,False
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,12,83.943,Read,,True
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,13,88.472,Bash,other,False
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,14,96.966,Bash,other,False
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,15,99.943,Read,,True
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,16,107.93,Bash,other,False
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,17,117.373,Bash,other,False
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,18,124.519,Read,,True
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,19,128.424,Bash,inspect,False
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,20,134.131,Bash,inspect,False
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,21,140.696,Bash,other,False
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,22,206.507,ToolSearch,,False
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,23,213.812,TaskOutput,,False
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,24,213.813,Read,,True
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,25,222.823,Bash,inspect,True
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,26,229.075,Bash,inspect,True
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,27,291.433,Bash,inspect,True
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,28,295.426,Bash,inspect,True
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,29,303.306,Bash,other,True
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,30,475.556,Bash,other,True
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,31,820.242,Bash,other,False
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,32,826.684,TaskOutput,,False
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,33,1106.557,Bash,inspect,True
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,34,1115.253,Read,,True
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,35,1140.75,Bash,other,True
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,36,1149.703,Bash,other,True
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,37,1195.026,Bash,other,True
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,38,1200.3,Bash,other,True
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,39,1236.823,Bash,other,True
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,40,1247.76,Bash,other,True
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,41,1265.373,Bash,other,True
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,42,1280.529,Bash,other,True
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,43,1303.482,Bash,other,True
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,45,1469.641,Write,,False
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,46,1489.779,Bash,build,False
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,47,1498.643,Bash,other,False
prog16-claude-baseline-polyglot-rust-c,polyglot-rust-c,baseline,2,709.13,Bash,other,False
prog16-claude-baseline-polyglot-rust-c,polyglot-rust-c,baseline,3,718.916,Write,,False
prog16-claude-baseline-polyglot-rust-c,polyglot-rust-c,baseline,4,720.903,Bash,other,False
prog16-claude-baseline-polyglot-rust-c,polyglot-rust-c,baseline,4,720.903,Bash,other,False
prog16-claude-baseline-polyglot-rust-c,polyglot-rust-c,baseline,5,724.589,Bash,other,False
prog16-claude-baseline-polyglot-rust-c,polyglot-rust-c,baseline,6,728.782,Bash,other,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,2,24.248,Bash,inspect,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,3,27.112,Read,,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,4,53.734,Bash,other,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,5,165.151,Bash,other,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,6,170.811,Bash,other,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,7,847.052,Write,,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,8,850.215,Bash,other,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,9,852.569,Bash,other,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,10,857.587,Bash,test,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,11,875.405,Bash,other,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,12,901.723,Bash,other,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,13,927.937,Bash,other,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,14,1055.247,Bash,other,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,15,1148.0,ToolSearch,,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,16,1150.603,TaskOutput,,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,17,1393.866,TaskOutput,,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,18,1698.919,ToolSearch,,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,19,1702.11,Bash,other,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,20,1709.376,TaskStop,,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,21,1713.359,Bash,other,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,22,1715.818,Write,,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,23,1723.66,Bash,other,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,24,1846.297,TaskOutput,,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,25,2327.974,Bash,inspect,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,26,2331.253,Bash,other,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,27,2333.798,Bash,other,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,28,2438.198,Bash,other,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,29,2562.098,Bash,inspect,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,30,2565.799,Bash,other,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,31,2685.1,Bash,other,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,32,2690.498,Bash,inspect,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,33,2698.802,Bash,other,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,34,2705.723,Bash,other,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,35,2708.394,Bash,other,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,36,2829.229,Bash,other,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,37,2833.729,Edit,,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,38,2835.941,Bash,other,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,39,2838.894,Bash,other,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,40,2951.045,Bash,other,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,41,3071.965,Bash,other,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,42,3081.443,Bash,test,False
prog16-claude-baseline-regex-chess,regex-chess,baseline,43,3099.629,Bash,other,False
prog16-claude-baseline-schemelike-metacircular-eval,schemelike-metacircular-eval,baseline,2,1.912,Bash,inspect,False
prog16-claude-baseline-schemelike-metacircular-eval,schemelike-metacircular-eval,baseline,3,3.973,Read,,False
prog16-claude-baseline-schemelike-metacircular-eval,schemelike-metacircular-eval,baseline,4,7.476,Read,,False
prog16-claude-baseline-schemelike-metacircular-eval,schemelike-metacircular-eval,baseline,5,20.357,Bash,inspect,False
prog16-claude-baseline-schemelike-metacircular-eval,schemelike-metacircular-eval,baseline,6,25.192,Bash,inspect,False
prog16-claude-baseline-schemelike-metacircular-eval,schemelike-metacircular-eval,baseline,7,28.573,Bash,inspect,False
prog16-claude-baseline-schemelike-metacircular-eval,schemelike-metacircular-eval,baseline,8,93.511,Bash,inspect,False
prog16-claude-baseline-schemelike-metacircular-eval,schemelike-metacircular-eval,baseline,9,96.464,Bash,other,False
prog16-claude-baseline-schemelike-metacircular-eval,schemelike-metacircular-eval,baseline,10,103.178,Bash,inspect,False
prog16-claude-baseline-schemelike-metacircular-eval,schemelike-metacircular-eval,baseline,11,319.703,Bash,inspect,False
prog16-claude-baseline-schemelike-metacircular-eval,schemelike-metacircular-eval,baseline,12,419.441,Bash,inspect,False
prog16-claude-baseline-schemelike-metacircular-eval,schemelike-metacircular-eval,baseline,13,422.817,Write,,False
prog16-claude-baseline-schemelike-metacircular-eval,schemelike-metacircular-eval,baseline,14,445.656,Edit,,False
prog16-claude-baseline-schemelike-metacircular-eval,schemelike-metacircular-eval,baseline,15,449.097,Bash,build,False
prog16-claude-baseline-schemelike-metacircular-eval,schemelike-metacircular-eval,baseline,16,451.001,Bash,other,False
prog16-claude-baseline-schemelike-metacircular-eval,schemelike-metacircular-eval,baseline,17,458.208,Bash,other,False
prog16-claude-baseline-schemelike-metacircular-eval,schemelike-metacircular-eval,baseline,18,484.443,Bash,other,False
prog16-claude-baseline-schemelike-metacircular-eval,schemelike-metacircular-eval,baseline,19,666.126,Read,,False
prog16-claude-baseline-schemelike-metacircular-eval,schemelike-metacircular-eval,baseline,20,670.936,Edit,,False
prog16-claude-baseline-schemelike-metacircular-eval,schemelike-metacircular-eval,baseline,21,681.381,Bash,other,False
prog16-claude-baseline-schemelike-metacircular-eval,schemelike-metacircular-eval,baseline,22,757.261,Bash,other,False
prog16-claude-baseline-schemelike-metacircular-eval,schemelike-metacircular-eval,baseline,23,762.893,Bash,other,False
prog16-claude-baseline-sqlite-db-truncate,sqlite-db-truncate,baseline,2,1.751,Bash,inspect,False
prog16-claude-baseline-sqlite-db-truncate,sqlite-db-truncate,baseline,3,4.009,Bash,other,False
prog16-claude-baseline-sqlite-db-truncate,sqlite-db-truncate,baseline,4,16.497,Bash,other,False
prog16-claude-baseline-sqlite-db-truncate,sqlite-db-truncate,baseline,5,19.234,Bash,other,False
prog16-claude-baseline-sqlite-db-truncate,sqlite-db-truncate,baseline,6,60.019,Bash,other,False
prog16-claude-baseline-sqlite-db-truncate,sqlite-db-truncate,baseline,7,76.237,Bash,other,False
prog16-claude-baseline-sqlite-db-truncate,sqlite-db-truncate,baseline,8,83.553,Bash,other,False
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,2,3.096,Bash,inspect,False
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,3,5.596,Bash,inspect,False
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,4,23.132,Bash,inspect,False
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,5,45.036,Bash,other,False
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,6,48.563,Bash,other,False
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,7,51.165,Bash,inspect,False
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,8,57.822,Bash,build,False
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,9,61.035,Bash,build,False
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,10,66.518,Bash,build,False
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,11,96.284,Bash,build,False
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,12,114.244,Bash,other,False
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,13,117.109,Bash,other,False
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,14,124.753,Bash,other,False
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,15,159.047,Bash,other,False
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,16,165.432,Bash,other,False
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,17,175.878,Write,,False
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,18,194.527,Write,,False
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,19,211.847,Bash,test,False
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,20,405.271,Bash,inspect,False
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,21,408.854,Bash,other,False
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,22,413.785,Bash,test,False
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,23,416.234,Bash,other,False
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,24,427.179,Edit,,False
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,25,434.215,Bash,other,False
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,26,443.203,Bash,test,False
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,27,462.172,Bash,test,False
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,28,466.377,Bash,test,False
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,29,469.902,Bash,test,False
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,30,502.757,Bash,test,False
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,31,506.876,Bash,other,False
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,32,510.128,Read,,False
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,33,533.069,Edit,,False
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,34,539.614,Edit,,False
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,35,542.897,Bash,build,False
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,36,589.622,Write,,False
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,37,592.062,Bash,test,False
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,38,609.692,Bash,other,False
prog16-claude-baseline-torch-tensor-parallelism,torch-tensor-parallelism,baseline,2,67.782,Write,,False
prog16-claude-baseline-torch-tensor-parallelism,torch-tensor-parallelism,baseline,3,87.821,Bash,other,False
prog16-claude-baseline-torch-tensor-parallelism,torch-tensor-parallelism,baseline,4,92.972,Bash,inspect,False
prog16-claude-baseline-torch-tensor-parallelism,torch-tensor-parallelism,baseline,5,95.506,Bash,inspect,False
prog16-claude-baseline-torch-tensor-parallelism,torch-tensor-parallelism,baseline,6,105.94,Bash,inspect,False
prog16-claude-baseline-torch-tensor-parallelism,torch-tensor-parallelism,baseline,7,111.199,Bash,other,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,2,15.177,Bash,build,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,3,20.817,Bash,build,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,4,34.274,Bash,inspect,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,5,40.483,Bash,inspect,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,6,52.242,Bash,inspect,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,7,78.777,Bash,inspect,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,8,100.395,Bash,other,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,9,110.736,Bash,inspect,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,10,113.294,Bash,other,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,11,119.884,Bash,inspect,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,12,128.407,Bash,inspect,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,13,138.343,Bash,inspect,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,14,143.664,Bash,inspect,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,15,147.497,Bash,build,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,16,153.744,Bash,build,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,17,160.163,Bash,other,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,18,165.208,Bash,other,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,19,177.446,Bash,build,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,20,211.799,Bash,other,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,21,220.613,Bash,test,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,22,264.645,Bash,build,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,23,273.041,Bash,inspect,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,24,279.688,Bash,inspect,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,25,282.772,Edit,,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,26,286.595,Edit,,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,27,289.148,Edit,,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,28,292.22,Edit,,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,29,295.179,Edit,,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,30,298.204,Bash,other,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,31,304.121,Read,,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,32,307.597,Edit,,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,33,310.161,Bash,build,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,34,321.402,Bash,build,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,35,329.49,Bash,inspect,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,36,333.18,Bash,inspect,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,37,340.859,Bash,other,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,38,352.017,Bash,inspect,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,39,356.518,Edit,,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,40,360.091,Edit,,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,41,362.338,Bash,build,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,42,368.877,Bash,build,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,43,373.869,Bash,build,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,44,377.799,Bash,inspect,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,45,380.667,Bash,test,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,46,388.951,Bash,other,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,47,392.857,Bash,build,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,48,397.105,Bash,build,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,49,404.237,Bash,other,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,50,414.462,Read,,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,51,418.319,Bash,build,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,52,425.557,Edit,,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,53,431.568,Edit,,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,54,434.64,Bash,inspect,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,55,437.482,Read,,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,56,439.957,Edit,,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,57,443.9,Bash,test,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,58,448.843,Bash,test,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,59,461.257,Bash,build,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,60,466.992,Bash,build,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,61,472.489,Bash,test,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,62,480.406,Bash,inspect,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,63,484.595,Skill,,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,65,505.727,Bash,inspect,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,66,512.049,Agent,,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,68,577.795,Bash,inspect,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,68,577.795,Bash,inspect,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,69,585.141,Read,,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,69,585.141,Bash,other,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,70,592.587,Bash,other,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,71,596.739,Read,,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,71,596.739,Bash,inspect,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,72,607.525,Bash,inspect,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,72,607.525,Bash,inspect,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,73,615.372,Bash,other,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,74,621.762,Bash,other,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,75,626.022,Bash,build,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,76,630.322,Bash,test,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,77,649.984,Bash,test,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,78,656.128,Bash,inspect,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,79,660.524,ReportFindings,,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,81,678.784,Agent,,False
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,83,735.076,Bash,inspect,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,83,735.076,Bash,inspect,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,84,741.791,Bash,inspect,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,84,741.791,Bash,inspect,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,85,748.051,Bash,other,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,85,748.051,Read,,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,86,753.512,Bash,other,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,86,753.512,Bash,inspect,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,87,760.752,Read,,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,88,769.077,Bash,inspect,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,89,776.075,Bash,inspect,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,90,794.727,Bash,other,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,91,799.076,Bash,other,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,92,807.755,Bash,inspect,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,93,812.079,Bash,other,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,93,812.079,Read,,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,94,820.731,Bash,build,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,95,825.672,Bash,build,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,96,835.034,Bash,inspect,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,97,838.403,Bash,other,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,98,843.491,Bash,other,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,99,848.639,Read,,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,100,853.459,Bash,other,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,101,857.866,Bash,build,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,102,864.509,Bash,test,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,103,868.249,Bash,test,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,104,872.405,Bash,test,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,105,877.725,Bash,build,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,105,877.725,Bash,inspect,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,106,883.858,Bash,test,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,107,888.979,Bash,other,True
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,108,894.993,Bash,inspect,True
prog16-claude-codezen-viable-build-pmars,build-pmars,codezen-viable,2,10.692,Bash,build,False
prog16-claude-codezen-viable-build-pmars,build-pmars,codezen-viable,3,15.402,Bash,inspect,False
