job_name,trial_name,task,condition,agent,model,reward,success,exception_type,agent_timeout,verifier_timeout,cost_usd,input_tokens,output_tokens,cache_tokens,env_setup_sec,agent_setup_sec,agent_sec,verifier_sec,wall_sec,tests_total,tests_passed,tests_failed,tests_skipped,partial_credit,ctrf_found,n_steps,n_llm_calls,n_tool_calls,thinking_tokens,sidechain_steps,sidechain_share,n_agent_spawns,n_skill_calls,skills_called,skill_call_sequence,n_bash,bash_test,bash_build,bash_inspect,bash_other,n_read,n_edit,n_write,n_edits_total,files_touched,edits_per_file,wrote_test_file,time_to_first_edit_sec,explore_share,error_observations,error_rate,config_markers,n_config_reads,traj_span_sec,trajectory_found,skills_registered,n_skills_registered,toolkit_skills,n_toolkit_skills,n_toolkit_skills_registered,n_toolkit_skill_calls,n_foreign_skill_calls,used_toolkit_skill,cache_hit_ratio,thinking_share,difficulty,category,axes,expert_min,budget_sec,instruction_words,requirement_lines,test_code_bytes,requires_own_tests,budget_used
prog16-claude-sdd-build-pmars,build-pmars__uLpRV5j,build-pmars,sdd,claude-code,claude-sonnet-5,1.0,True,,False,False,0.32964859999999996,956653,5660,935123,2.016755,142.975255,117.158379,4.417869,278.95976,4,4,0,0,1.0,True,24,24,23,1768,0,0.0,0,0,,,19,0,6,3,10,2,2,0,2,2,1.0,False,26.22,0.16666666666666666,3,0.13043478260869565,,0,115.787,True,batch;claude-api;code-review;dataviz;debug;deep-research;doctor;fewer-permission-prompts;loop;run;run-skill-generator;sdd-analyze;sdd-clarify;sdd-implement;sdd-plan;sdd-specify;sdd-tasks;sdd-verify;simplify;update-config;verify,21,sdd-analyze;sdd-clarify;sdd-implement;sdd-plan;sdd-specify;sdd-tasks;sdd-verify,7,7,0,0,False,0.9774944520113353,0.31236749116607776,medium,software-engineering,diagnose-first;environment-engineering,90.0,900.0,84,0,3546,False,0.13017597666666667
prog16-claude-sdd-cancel-async-tasks,cancel-async-tasks__SQTdgUe,cancel-async-tasks,sdd,claude-code,claude-sonnet-5,0.0,False,,False,False,0.1529266,282360,5941,272603,1.992599,65.640131,71.070855,16.734267,167.247598,6,5,1,0,0.8333333333333334,True,8,8,7,3333,0,0.0,0,0,,,6,5,0,0,1,0,0,1,1,1,1.0,False,36.875,0.125,1,0.14285714285714285,,0,70.097,True,batch;claude-api;code-review;dataviz;debug;deep-research;doctor;fewer-permission-prompts;loop;run;run-skill-generator;sdd-analyze;sdd-clarify;sdd-implement;sdd-plan;sdd-specify;sdd-tasks;sdd-verify;simplify;update-config;verify,21,sdd-analyze;sdd-clarify;sdd-implement;sdd-plan;sdd-specify;sdd-tasks;sdd-verify,7,7,0,0,False,0.965444822212778,0.5610166638613028,hard,software-engineering,greenfield-algorithmic,120.0,900.0,88,0,5565,False,0.07896761666666666
prog16-claude-sdd-circuit-fibsqrt,circuit-fibsqrt__qezPyDh,circuit-fibsqrt,sdd,claude-code,claude-sonnet-5,1.0,True,,False,False,2.0107924000000006,3569778,88240,3460682,1.522281,53.111424,1196.1419,10.081819,1272.642815,3,3,0,0,1.0,True,32,32,32,72688,0,0.0,0,0,,,18,0,3,2,13,4,8,2,10,2,5.0,False,594.418,0.09375,0,0.0,,0,1194.987,True,batch;claude-api;code-review;dataviz;debug;deep-research;doctor;fewer-permission-prompts;loop;run;run-skill-generator;sdd-analyze;sdd-clarify;sdd-implement;sdd-plan;sdd-specify;sdd-tasks;sdd-verify;simplify;update-config;verify,21,sdd-analyze;sdd-clarify;sdd-implement;sdd-plan;sdd-specify;sdd-tasks;sdd-verify,7,7,0,0,False,0.9694389959263573,0.8237533998186763,hard,software-engineering,long-horizon;verification-heavy;greenfield-algorithmic,960.0,3600.0,140,0,13780,False,0.33226163888888893
prog16-claude-sdd-custom-memory-heap-crash,custom-memory-heap-crash__u6YvTmN,custom-memory-heap-crash,sdd,claude-code,claude-sonnet-5,1.0,True,,False,False,1.2506650000000001,2499724,44466,2419145,5.980371,72.118628,557.807483,14.839922,662.473056,6,6,0,0,1.0,True,35,35,34,37014,0,0.0,0,0,,,30,0,10,8,12,2,2,0,2,1,2.0,False,101.425,0.14285714285714285,14,0.4117647058823529,,0,556.645,True,batch;claude-api;code-review;dataviz;debug;deep-research;doctor;fewer-permission-prompts;loop;run;run-skill-generator;sdd-analyze;sdd-clarify;sdd-implement;sdd-plan;sdd-specify;sdd-tasks;sdd-verify;simplify;update-config;verify,21,sdd-analyze;sdd-clarify;sdd-implement;sdd-plan;sdd-specify;sdd-tasks;sdd-verify,7,7,0,0,False,0.9677648412384727,0.8324112805289434,medium,debugging,diagnose-first;modify-existing,30.0,1800.0,130,2,6839,False,0.3098930461111111
prog16-claude-sdd-fix-ocaml-gc,fix-ocaml-gc__kq6Scnh,fix-ocaml-gc,sdd,claude-code,claude-sonnet-5,1.0,True,,False,False,0.5544982,1226283,11187,1174321,1.82301,65.11197,752.272137,567.151554,1398.763066,1,1,0,0,1.0,True,21,21,25,7436,0,0.0,0,0,,,14,0,2,6,6,10,1,0,1,1,1.0,False,126.234,0.6190476190476191,2,0.1,,0,751.125,True,batch;claude-api;code-review;dataviz;debug;deep-research;doctor;fewer-permission-prompts;loop;run;run-skill-generator;sdd-analyze;sdd-clarify;sdd-implement;sdd-plan;sdd-specify;sdd-tasks;sdd-verify;simplify;update-config;verify,21,sdd-analyze;sdd-clarify;sdd-implement;sdd-plan;sdd-specify;sdd-tasks;sdd-verify,7,7,0,0,False,0.9576264206549385,0.6647000983284169,hard,software-engineering,long-horizon;diagnose-first;modify-existing,1440.0,3600.0,76,0,1969,False,0.20896448250000002
prog16-claude-sdd-kv-store-grpc,kv-store-grpc__SxL3uZq,kv-store-grpc,sdd,claude-code,claude-sonnet-5,1.0,True,,False,False,0.1026958,267544,2146,260239,1.896004,64.018289,38.964719,3.408681,120.216182,7,7,0,0,1.0,True,8,8,7,235,0,0.0,0,0,,,5,0,1,1,3,0,0,2,2,2,1.0,False,14.116,0.125,0,0.0,,0,37.864,True,batch;claude-api;code-review;dataviz;debug;deep-research;doctor;fewer-permission-prompts;loop;run;run-skill-generator;sdd-analyze;sdd-clarify;sdd-implement;sdd-plan;sdd-specify;sdd-tasks;sdd-verify;simplify;update-config;verify,21,sdd-analyze;sdd-clarify;sdd-implement;sdd-plan;sdd-specify;sdd-tasks;sdd-verify,7,7,0,0,False,0.9726960798971385,0.10950605778191985,medium,software-engineering,quick,15.0,900.0,185,5,6371,False,0.043294132222222226
prog16-claude-sdd-make-mips-interpreter,make-mips-interpreter__tBaoTYp,make-mips-interpreter,sdd,claude-code,claude-sonnet-5,1.0,True,,False,False,2.1097622000000005,3990560,76782,3847411,1.975929,58.703058,977.100657,8.437325,1057.861626,3,3,0,0,1.0,True,34,34,33,53454,0,0.0,0,0,,,28,0,0,10,18,3,1,1,2,1,2.0,False,607.779,0.5,4,0.12121212121212122,,0,976.051,True,batch;claude-api;code-review;dataviz;debug;deep-research;doctor;fewer-permission-prompts;loop;run;run-skill-generator;sdd-analyze;sdd-clarify;sdd-implement;sdd-plan;sdd-specify;sdd-tasks;sdd-verify;simplify;update-config;verify,21,sdd-analyze;sdd-clarify;sdd-implement;sdd-plan;sdd-specify;sdd-tasks;sdd-verify,7,7,0,0,False,0.9641280922978228,0.6961787919043526,hard,software-engineering,long-horizon;greenfield-algorithmic,480.0,1800.0,83,0,4311,False,0.5428336983333333
prog16-claude-sdd-path-tracing,path-tracing__XvKJ3Hb,path-tracing,sdd,claude-code,claude-sonnet-5,1.0,True,,False,False,3.643256800000001,9936459,107751,9784134,1.898362,74.635335,1504.589662,21.844705,1614.999712,5,5,0,0,1.0,True,95,95,94,74151,0,0.0,0,0,,,76,0,9,3,64,8,9,1,10,1,10.0,False,744.549,0.42105263157894735,4,0.0425531914893617,,0,1503.288,True,batch;claude-api;code-review;dataviz;debug;deep-research;doctor;fewer-permission-prompts;loop;run;run-skill-generator;sdd-analyze;sdd-clarify;sdd-implement;sdd-plan;sdd-specify;sdd-tasks;sdd-verify;simplify;update-config;verify,21,sdd-analyze;sdd-clarify;sdd-implement;sdd-plan;sdd-specify;sdd-tasks;sdd-verify,7,7,0,0,False,0.9846700922330581,0.6881699473786786,hard,software-engineering,long-horizon;greenfield-algorithmic,360.0,1800.0,143,0,4822,False,0.8358831455555557
prog16-claude-sdd-path-tracing-reverse,path-tracing-reverse__j7qzBXo,path-tracing-reverse,sdd,claude-code,claude-sonnet-5,1.0,True,,False,False,2.7082971000000002,5938994,86367,5705863,1.932279,76.083565,1018.473376,10.503411,1118.988152,3,3,0,0,1.0,True,63,63,63,61017,40,0.6349206349206349,1,0,,,55,3,3,9,40,2,2,3,5,3,1.6666666666666667,False,840.51,0.6666666666666666,3,0.04918032786885246,,0,1017.456,True,batch;claude-api;code-review;dataviz;debug;deep-research;doctor;fewer-permission-prompts;loop;run;run-skill-generator;sdd-analyze;sdd-clarify;sdd-implement;sdd-plan;sdd-specify;sdd-tasks;sdd-verify;simplify;update-config;verify,21,sdd-analyze;sdd-clarify;sdd-implement;sdd-plan;sdd-specify;sdd-tasks;sdd-verify,7,7,0,0,False,0.9607457087850232,0.7064851158428567,hard,software-engineering,modify-existing,120.0,1800.0,87,0,4076,False,0.5658185422222223
prog16-claude-sdd-polyglot-rust-c,polyglot-rust-c__hLeuBTE,polyglot-rust-c,sdd,claude-code,claude-sonnet-5,0.0,False,,False,False,0.8179098,365311,53035,308859,1.894527,84.721824,624.230984,8.886702,731.561971,1,0,1,0,0.0,True,5,5,4,51725,0,0.0,0,0,,,3,0,0,0,3,0,0,1,1,1,1.0,False,610.447,0.2,0,0.0,,0,619.385,True,batch;claude-api;code-review;dataviz;debug;deep-research;doctor;fewer-permission-prompts;loop;run;run-skill-generator;sdd-analyze;sdd-clarify;sdd-implement;sdd-plan;sdd-specify;sdd-tasks;sdd-verify;simplify;update-config;verify,21,sdd-analyze;sdd-clarify;sdd-implement;sdd-plan;sdd-specify;sdd-tasks;sdd-verify,7,7,0,0,False,0.8454686554743767,0.9752993306307156,hard,software-engineering,underspecified;greenfield-algorithmic,180.0,900.0,59,0,2246,False,0.6935899822222222
prog16-claude-sdd-regex-chess,regex-chess__QyddbW2,regex-chess,sdd,claude-code,claude-sonnet-5,1.0,True,,False,False,4.9924582,12010688,192669,11835961,1.6233,63.904831,3556.524094,101.002434,3734.891959,4,4,0,0,1.0,True,83,83,81,163479,0,0.0,0,0,,,54,5,0,11,38,6,16,2,18,1,18.0,False,1456.245,0.04819277108433735,2,0.024691358024691357,,0,3550.458,True,batch;claude-api;code-review;dataviz;debug;deep-research;doctor;fewer-permission-prompts;loop;run;run-skill-generator;sdd-analyze;sdd-clarify;sdd-implement;sdd-plan;sdd-specify;sdd-tasks;sdd-verify;simplify;update-config;verify,21,sdd-analyze;sdd-clarify;sdd-implement;sdd-plan;sdd-specify;sdd-tasks;sdd-verify,7,7,0,0,False,0.9854523737524445,0.8484966445043053,hard,software-engineering,long-horizon,1440.0,3600.0,244,6,5985,False,0.9879233594444444
prog16-claude-sdd-schemelike-metacircular-eval,schemelike-metacircular-eval__UvSkDw7,schemelike-metacircular-eval,sdd,claude-code,claude-sonnet-5,0.0,False,AgentTimeoutError,True,False,4.455659300000001,9884000,193516,9647579,1.3146,63.370383,2400.001015,365.279199,2843.982025,1,0,1,0,0.0,True,69,69,73,161396,0,0.0,0,6,sdd-analyze;sdd-clarify;sdd-implement;sdd-plan;sdd-specify;sdd-tasks,sdd-specify;sdd-clarify;sdd-plan;sdd-tasks;sdd-analyze;sdd-implement,49,0,1,31,17,7,7,4,11,4,2.75,False,464.318,0.2608695652173913,15,0.21739130434782608,CLAUDE.md,0,2262.993,True,batch;claude-api;code-review;dataviz;debug;deep-research;doctor;fewer-permission-prompts;loop;run;run-skill-generator;sdd-analyze;sdd-clarify;sdd-implement;sdd-plan;sdd-specify;sdd-tasks;sdd-verify;simplify;update-config;verify;workflow-authoring,22,sdd-analyze;sdd-clarify;sdd-implement;sdd-plan;sdd-specify;sdd-tasks;sdd-verify,7,7,6,0,True,0.9760804330230676,0.8340188924946774,medium,software-engineering,long-horizon;verification-heavy;greenfield-algorithmic,300.0,2400.0,181,0,25009,False,1.0000004229166666
prog16-claude-sdd-sqlite-db-truncate,sqlite-db-truncate__psZZSbV,sqlite-db-truncate,sdd,claude-code,claude-sonnet-5,1.0,True,,False,False,0.1369492,179059,5973,168156,1.274582,62.361875,68.642598,4.452007,148.534316,1,1,0,0,1.0,True,6,6,5,3199,0,0.0,0,0,,,5,0,0,1,4,0,0,0,0,0,,False,,,2,0.4,,0,67.681,True,batch;claude-api;code-review;dataviz;debug;deep-research;doctor;fewer-permission-prompts;loop;run;run-skill-generator;sdd-analyze;sdd-clarify;sdd-implement;sdd-plan;sdd-specify;sdd-tasks;sdd-verify;simplify;update-config;verify;workflow-authoring,22,sdd-analyze;sdd-clarify;sdd-implement;sdd-plan;sdd-specify;sdd-tasks;sdd-verify,7,7,0,0,False,0.9391094555425865,0.5355767620960992,medium,debugging,underspecified;diagnose-first;modify-existing,60.0,900.0,42,0,1705,False,0.07626955333333334
prog16-claude-sdd-torch-pipeline-parallelism,torch-pipeline-parallelism__WWbiP4y,torch-pipeline-parallelism,sdd,claude-code,claude-sonnet-5,1.0,True,,False,False,0.4494064,265627,27298,233172,1.976303,100.828081,276.858238,134.688821,526.842403,3,3,0,0,1.0,True,7,7,6,23765,0,0.0,0,0,,,5,0,0,3,2,0,0,1,1,1,1.0,False,251.066,0.5714285714285714,1,0.16666666666666666,,0,275.825,True,batch;claude-api;code-review;dataviz;debug;deep-research;doctor;fewer-permission-prompts;loop;run;run-skill-generator;sdd-analyze;sdd-clarify;sdd-implement;sdd-plan;sdd-specify;sdd-tasks;sdd-verify;simplify;update-config;verify;workflow-authoring,22,sdd-analyze;sdd-clarify;sdd-implement;sdd-plan;sdd-specify;sdd-tasks;sdd-verify,7,7,0,0,False,0.8778173905514123,0.8705765990182431,hard,software-engineering,spec-dense;long-horizon;greenfield-algorithmic,240.0,900.0,264,0,6721,False,0.3076202644444444
prog16-claude-sdd-torch-tensor-parallelism,torch-tensor-parallelism__RPYQhsn,torch-tensor-parallelism,sdd,claude-code,claude-sonnet-5,0.0,False,,False,False,0.4042674,423580,21025,394807,2.007601,210.70571,211.85764,113.157332,550.168012,3,2,1,0,0.6666666666666666,True,9,9,8,16402,0,0.0,0,0,,,6,0,1,4,1,1,0,1,1,1,1.0,False,166.082,0.0,2,0.25,AGENTS.md,1,210.805,True,batch;claude-api;code-review;dataviz;debug;deep-research;doctor;fewer-permission-prompts;loop;run;run-skill-generator;sdd-analyze;sdd-clarify;sdd-implement;sdd-plan;sdd-specify;sdd-tasks;sdd-verify;simplify;update-config;verify;workflow-authoring,22,sdd-analyze;sdd-clarify;sdd-implement;sdd-plan;sdd-specify;sdd-tasks;sdd-verify,7,7,0,0,False,0.9320718636385098,0.7801189060642093,hard,software-engineering,long-horizon;greenfield-algorithmic,240.0,900.0,179,0,7799,False,0.23539737777777778
