job_name,task,condition,step_id,t_sec,prompt_tokens,completion_tokens,cached_tokens,thinking_tokens,is_sidechain,stop_reason,n_tool_calls
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,26,443.203,52595,181,51829,0,False,tool_use,1
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,27,462.172,52938,195,52593,0,False,tool_use,1
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,28,466.377,53194,301,52936,0,False,tool_use,1
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,29,469.902,56052,166,53192,0,False,tool_use,1
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,30,502.757,56482,166,56050,0,False,tool_use,1
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,31,506.876,56862,252,56480,179,False,tool_use,1
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,32,510.128,57262,74,56860,0,False,tool_use,1
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,33,533.069,59179,2567,57260,2086,False,tool_use,1
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,34,539.614,61855,285,59177,0,False,tool_use,1
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,35,542.897,62249,302,61853,121,False,tool_use,1
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,36,589.622,62606,1604,62247,0,False,tool_use,1
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,37,592.062,64290,130,62604,0,False,tool_use,1
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,38,609.692,64640,137,64288,0,False,tool_use,1
prog16-claude-baseline-torch-pipeline-parallelism,torch-pipeline-parallelism,baseline,39,618.484,64925,646,64638,0,False,end_turn,0
prog16-claude-baseline-torch-tensor-parallelism,torch-tensor-parallelism,baseline,2,67.782,27058,8917,23742,6767,False,tool_use,1
prog16-claude-baseline-torch-tensor-parallelism,torch-tensor-parallelism,baseline,3,87.821,36055,646,27056,69,False,tool_use,1
prog16-claude-baseline-torch-tensor-parallelism,torch-tensor-parallelism,baseline,4,92.972,36801,109,36053,18,False,tool_use,1
prog16-claude-baseline-torch-tensor-parallelism,torch-tensor-parallelism,baseline,5,95.506,36991,132,36799,54,False,tool_use,1
prog16-claude-baseline-torch-tensor-parallelism,torch-tensor-parallelism,baseline,6,105.94,37215,972,36989,789,False,tool_use,1
prog16-claude-baseline-torch-tensor-parallelism,torch-tensor-parallelism,baseline,7,111.199,38255,209,37213,140,False,tool_use,1
prog16-claude-baseline-torch-tensor-parallelism,torch-tensor-parallelism,baseline,8,118.338,38527,501,38253,0,False,end_turn,0
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,2,15.177,31554,941,27563,617,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,3,20.817,33747,224,31552,31,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,4,34.274,35505,906,33745,815,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,5,40.483,37726,468,35503,385,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,6,52.242,40083,838,37724,729,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,7,78.777,47055,2226,40081,2051,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,8,100.395,52954,1806,47053,1482,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,9,110.736,55009,119,52952,49,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,10,113.294,55240,104,55007,0,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,11,119.884,57138,605,55238,426,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,12,128.407,58250,600,57136,433,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,13,138.343,62008,787,58248,659,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,14,143.664,63241,405,62006,249,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,15,147.497,64224,220,63239,80,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,16,153.744,64797,143,64222,0,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,17,160.163,65342,179,64795,77,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,18,165.208,65580,280,65340,185,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,19,177.446,65957,909,65578,825,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,20,211.799,68709,475,65955,303,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,21,220.613,69475,460,68707,369,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,22,264.645,72671,243,69473,0,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,23,273.041,73155,519,72669,366,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,24,279.688,73763,593,73153,374,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,25,282.772,75047,160,73761,0,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,26,286.595,75324,270,75045,0,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,27,289.148,75718,186,75322,0,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,28,292.22,76004,174,75716,0,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,29,295.179,76278,190,76002,0,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,30,298.204,76568,224,76276,0,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,31,304.121,76909,378,76566,273,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,32,307.597,77512,234,76907,0,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,33,310.161,77855,150,77510,0,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,34,321.402,78478,181,77853,0,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,35,329.49,79229,496,78476,369,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,36,333.18,79810,222,79227,0,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,37,340.859,81131,551,79808,395,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,38,352.017,81748,938,81129,859,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,39,356.518,83494,351,81746,190,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,40,360.091,83961,170,83492,0,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,41,362.338,84223,291,83959,0,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,42,368.877,85675,616,84221,291,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,43,373.869,89557,243,85673,0,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,44,377.799,89917,94,89555,0,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,45,380.667,90079,99,89915,0,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,46,388.951,91876,425,90077,309,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,47,392.857,92546,353,91874,128,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,48,397.105,93014,295,92544,31,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,49,404.237,93414,308,93012,218,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,50,414.462,93980,700,93412,586,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,51,418.319,96693,318,93978,58,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,52,425.557,97117,764,96691,284,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,53,431.568,97999,238,97115,0,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,54,434.64,98331,176,97997,66,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,55,437.482,98584,113,98329,0,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,56,439.957,99344,353,98582,0,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,57,443.9,99791,112,99342,0,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,58,448.843,100625,191,99789,0,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,59,461.257,101135,930,100623,847,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,60,466.992,103823,380,101133,0,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,61,472.489,104575,278,103821,0,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,62,480.406,105667,323,104573,201,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,63,484.595,111746,560,105665,0,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,65,505.727,118115,1409,111744,1314,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,66,512.049,120958,6830,118113,248,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,68,577.795,21274,1458,0,1218,True,,2
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,69,585.141,23830,660,21272,284,True,,2
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,70,592.587,28435,394,23828,155,True,,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,71,596.739,29164,289,28433,0,True,,2
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,72,607.525,32208,1200,29162,785,True,,2
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,73,615.372,33776,400,32206,319,True,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,74,621.762,34239,455,33774,331,True,,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,75,626.022,35713,328,34237,129,True,,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,76,630.322,36154,121,35711,0,True,,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,77,649.984,36330,1513,36152,1400,True,,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,78,656.128,38861,338,36328,0,True,,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,79,660.524,39254,174,38859,0,True,,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,80,669.77,39479,665,39252,0,True,end_turn,0
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,81,678.784,128597,6653,120956,382,False,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,83,735.076,20963,1127,12074,796,True,,2
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,84,741.791,24301,342,20961,142,True,,2
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,85,748.051,25658,479,24299,234,True,,2
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,86,753.512,27909,360,25656,152,True,,2
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,87,760.752,29190,407,27907,324,True,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,88,769.077,31028,673,29188,603,True,,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,89,776.075,32141,429,31026,354,True,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,90,794.727,32692,1752,32139,1618,True,,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,91,799.076,34743,281,32690,123,True,,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,92,807.755,35393,676,34741,458,True,,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,93,812.079,36215,261,35391,75,True,,2
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,94,820.731,37170,580,36213,503,True,,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,95,825.672,37833,257,37168,151,True,,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,96,835.034,38310,612,37831,509,True,,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,97,838.403,39675,262,38308,0,True,,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,98,843.491,40004,309,39673,68,True,,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,99,848.639,40388,4,40002,,True,,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,100,853.459,41101,199,40386,0,True,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,101,857.866,41409,377,41099,0,True,,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,102,864.509,42156,161,41407,76,True,,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,103,868.249,42699,98,42154,0,True,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,104,872.405,43212,141,42697,52,True,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,105,877.725,43419,350,43210,0,True,,2
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,106,883.858,44120,321,43417,110,True,,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,107,888.979,44663,216,44118,0,True,tool_use,1
prog16-claude-codezen-viable-build-cython-ext,build-cython-ext,codezen-viable,108,894.993,44984,415,44661,339,True,,1
prog16-claude-codezen-viable-build-pmars,build-pmars,codezen-viable,2,10.692,31176,899,27563,724,False,tool_use,1
prog16-claude-codezen-viable-build-pmars,build-pmars,codezen-viable,3,15.402,32251,113,31174,0,False,tool_use,1
prog16-claude-codezen-viable-build-pmars,build-pmars,codezen-viable,4,19.494,32846,137,32249,0,False,tool_use,1
prog16-claude-codezen-viable-build-pmars,build-pmars,codezen-viable,5,22.927,33120,113,32844,0,False,tool_use,1
prog16-claude-codezen-viable-build-pmars,build-pmars,codezen-viable,6,27.789,33673,134,33118,0,False,tool_use,1
prog16-claude-codezen-viable-build-pmars,build-pmars,codezen-viable,7,31.89,33999,316,33671,0,False,tool_use,1
prog16-claude-codezen-viable-build-pmars,build-pmars,codezen-viable,8,35.673,34460,89,33997,0,False,tool_use,1
prog16-claude-codezen-viable-build-pmars,build-pmars,codezen-viable,9,39.652,34745,89,34458,0,False,tool_use,1
prog16-claude-codezen-viable-build-pmars,build-pmars,codezen-viable,10,43.249,35445,120,34743,0,False,tool_use,1
prog16-claude-codezen-viable-build-pmars,build-pmars,codezen-viable,11,46.631,36261,175,35443,0,False,tool_use,1
prog16-claude-codezen-viable-build-pmars,build-pmars,codezen-viable,12,52.059,37869,343,36259,208,False,tool_use,1
prog16-claude-codezen-viable-build-pmars,build-pmars,codezen-viable,13,61.471,39292,643,37867,524,False,tool_use,1
prog16-claude-codezen-viable-build-pmars,build-pmars,codezen-viable,14,66.703,41077,397,39290,204,False,tool_use,1
prog16-claude-codezen-viable-build-pmars,build-pmars,codezen-viable,15,71.002,41936,116,41075,0,False,tool_use,1
prog16-claude-codezen-viable-build-pmars,build-pmars,codezen-viable,16,78.662,43283,631,41934,491,False,tool_use,1
prog16-claude-codezen-viable-build-pmars,build-pmars,codezen-viable,17,83.291,46618,276,43281,166,False,tool_use,1
prog16-claude-codezen-viable-build-pmars,build-pmars,codezen-viable,18,89.436,49621,372,46616,262,False,tool_use,1
prog16-claude-codezen-viable-build-pmars,build-pmars,codezen-viable,19,95.501,51265,727,49619,317,False,tool_use,1
prog16-claude-codezen-viable-build-pmars,build-pmars,codezen-viable,20,101.108,52107,86,51263,0,False,tool_use,1
prog16-claude-codezen-viable-build-pmars,build-pmars,codezen-viable,21,105.422,53390,135,52105,0,False,tool_use,1
prog16-claude-codezen-viable-build-pmars,build-pmars,codezen-viable,22,108.175,53582,83,53388,0,False,tool_use,1
prog16-claude-codezen-viable-build-pmars,build-pmars,codezen-viable,23,110.734,53837,173,53580,0,False,tool_use,1
prog16-claude-codezen-viable-build-pmars,build-pmars,codezen-viable,24,114.83,54077,161,53835,0,False,tool_use,1
prog16-claude-codezen-viable-build-pmars,build-pmars,codezen-viable,25,118.415,55097,133,54075,46,False,tool_use,1
prog16-claude-codezen-viable-build-pmars,build-pmars,codezen-viable,26,121.959,55935,143,55095,0,False,tool_use,1
prog16-claude-codezen-viable-build-pmars,build-pmars,codezen-viable,27,126.708,56310,274,55933,0,False,tool_use,1
prog16-claude-codezen-viable-build-pmars,build-pmars,codezen-viable,28,134.231,56830,372,56308,0,False,end_turn,0
prog16-claude-codezen-viable-cancel-async-tasks,cancel-async-tasks,codezen-viable,2,4.915,31160,541,27563,260,False,tool_use,1
prog16-claude-codezen-viable-cancel-async-tasks,cancel-async-tasks,codezen-viable,4,12.085,38246,316,31158,195,False,tool_use,1
prog16-claude-codezen-viable-cancel-async-tasks,cancel-async-tasks,codezen-viable,5,17.715,38990,523,38244,275,False,tool_use,1
prog16-claude-codezen-viable-cancel-async-tasks,cancel-async-tasks,codezen-viable,6,21.608,41183,159,38988,38,False,tool_use,2
prog16-claude-codezen-viable-cancel-async-tasks,cancel-async-tasks,codezen-viable,7,156.111,44044,13577,41181,13381,False,tool_use,1
prog16-claude-codezen-viable-cancel-async-tasks,cancel-async-tasks,codezen-viable,8,159.626,57900,172,44042,50,False,tool_use,1
prog16-claude-codezen-viable-cancel-async-tasks,cancel-async-tasks,codezen-viable,9,164.837,58283,119,57898,0,False,tool_use,1
prog16-claude-codezen-viable-cancel-async-tasks,cancel-async-tasks,codezen-viable,10,173.034,58477,1567,58281,563,False,tool_use,1
prog16-claude-codezen-viable-cancel-async-tasks,cancel-async-tasks,codezen-viable,11,182.171,60131,156,58475,0,False,tool_use,1
prog16-claude-codezen-viable-cancel-async-tasks,cancel-async-tasks,codezen-viable,12,186.169,60872,795,60129,0,False,tool_use,1
prog16-claude-codezen-viable-cancel-async-tasks,cancel-async-tasks,codezen-viable,13,198.162,61742,681,60870,548,False,tool_use,1
prog16-claude-codezen-viable-cancel-async-tasks,cancel-async-tasks,codezen-viable,14,207.574,62902,1620,61740,567,False,tool_use,1
prog16-claude-codezen-viable-cancel-async-tasks,cancel-async-tasks,codezen-viable,15,216.523,64613,132,62900,0,False,tool_use,1
prog16-claude-codezen-viable-cancel-async-tasks,cancel-async-tasks,codezen-viable,16,233.613,66308,2120,64611,1609,False,tool_use,1
prog16-claude-codezen-viable-cancel-async-tasks,cancel-async-tasks,codezen-viable,17,239.111,68530,120,66306,0,False,tool_use,1
prog16-claude-codezen-viable-cancel-async-tasks,cancel-async-tasks,codezen-viable,18,242.57,69182,304,68528,93,False,tool_use,1
prog16-claude-codezen-viable-cancel-async-tasks,cancel-async-tasks,codezen-viable,19,247.611,69599,86,69180,0,False,tool_use,1
prog16-claude-codezen-viable-cancel-async-tasks,cancel-async-tasks,codezen-viable,20,249.966,70601,93,69597,0,False,tool_use,1
prog16-claude-codezen-viable-cancel-async-tasks,cancel-async-tasks,codezen-viable,22,256.111,76075,635,70599,397,False,tool_use,3
prog16-claude-codezen-viable-cancel-async-tasks,cancel-async-tasks,codezen-viable,23,261.538,80640,10226,76073,172,False,tool_use,6
prog16-claude-codezen-viable-cancel-async-tasks,cancel-async-tasks,codezen-viable,30,344.059,15816,3080,12068,2059,True,,0
prog16-claude-codezen-viable-cancel-async-tasks,cancel-async-tasks,codezen-viable,31,351.653,17530,5630,12068,3638,True,,0
prog16-claude-codezen-viable-cancel-async-tasks,cancel-async-tasks,codezen-viable,32,371.459,16442,9219,12068,7509,True,,0
prog16-claude-codezen-viable-cancel-async-tasks,cancel-async-tasks,codezen-viable,33,408.397,16162,14764,0,12987,True,,0
prog16-claude-codezen-viable-cancel-async-tasks,cancel-async-tasks,codezen-viable,34,416.371,16140,16479,12068,13395,True,,0
prog16-claude-codezen-viable-cancel-async-tasks,cancel-async-tasks,codezen-viable,35,442.059,16086,13420,12068,10441,True,,0
prog16-claude-codezen-viable-cancel-async-tasks,cancel-async-tasks,codezen-viable,36,577.02,104265,11430,80638,10218,False,tool_use,1
prog16-claude-codezen-viable-cancel-async-tasks,cancel-async-tasks,codezen-viable,37,588.296,115773,414,104263,0,False,tool_use,1
prog16-claude-codezen-viable-cancel-async-tasks,cancel-async-tasks,codezen-viable,38,593.272,116301,141,115771,0,False,tool_use,1
prog16-claude-codezen-viable-cancel-async-tasks,cancel-async-tasks,codezen-viable,39,603.35,117897,664,116299,0,False,end_turn,0
prog16-claude-codezen-viable-circuit-fibsqrt,circuit-fibsqrt,codezen-viable,2,4.097,31332,292,27563,185,False,tool_use,2
prog16-claude-codezen-viable-circuit-fibsqrt,circuit-fibsqrt,codezen-viable,3,222.626,36450,18221,31330,18149,False,tool_use,1
prog16-claude-codezen-viable-circuit-fibsqrt,circuit-fibsqrt,codezen-viable,4,226.148,54775,128,36448,37,False,tool_use,1
prog16-claude-codezen-viable-circuit-fibsqrt,circuit-fibsqrt,codezen-viable,5,443.332,54949,21754,54773,19611,False,tool_use,1
prog16-claude-codezen-viable-circuit-fibsqrt,circuit-fibsqrt,codezen-viable,6,462.286,76896,397,54947,200,False,tool_use,1
prog16-claude-codezen-viable-circuit-fibsqrt,circuit-fibsqrt,codezen-viable,7,465.569,77401,61,76894,0,False,tool_use,1
prog16-claude-codezen-viable-circuit-fibsqrt,circuit-fibsqrt,codezen-viable,8,473.279,78084,707,77399,477,False,tool_use,1
prog16-claude-codezen-viable-circuit-fibsqrt,circuit-fibsqrt,codezen-viable,9,499.007,78901,2439,78082,2222,False,tool_use,1
prog16-claude-codezen-viable-circuit-fibsqrt,circuit-fibsqrt,codezen-viable,10,502.53,81448,61,78899,0,False,tool_use,1
prog16-claude-codezen-viable-circuit-fibsqrt,circuit-fibsqrt,codezen-viable,11,508.08,82117,573,81446,259,False,tool_use,1
prog16-claude-codezen-viable-circuit-fibsqrt,circuit-fibsqrt,codezen-viable,12,670.649,83301,20162,82115,14838,False,tool_use,1
prog16-claude-codezen-viable-circuit-fibsqrt,circuit-fibsqrt,codezen-viable,13,705.902,103541,60,83299,0,False,tool_use,1
prog16-claude-codezen-viable-circuit-fibsqrt,circuit-fibsqrt,codezen-viable,14,709.15,103674,359,103539,100,False,tool_use,1
prog16-claude-codezen-viable-circuit-fibsqrt,circuit-fibsqrt,codezen-viable,15,713.579,104125,123,103672,0,False,tool_use,1
prog16-claude-codezen-viable-circuit-fibsqrt,circuit-fibsqrt,codezen-viable,16,716.548,104294,407,104123,0,False,tool_use,1
prog16-claude-codezen-viable-circuit-fibsqrt,circuit-fibsqrt,codezen-viable,17,733.642,104750,486,104292,371,False,tool_use,1
prog16-claude-codezen-viable-circuit-fibsqrt,circuit-fibsqrt,codezen-viable,18,740.832,105362,508,104748,0,False,end_turn,0
prog16-claude-codezen-viable-custom-memory-heap-crash,custom-memory-heap-crash,codezen-viable,2,3.517,31413,248,27563,126,False,tool_use,1
prog16-claude-codezen-viable-custom-memory-heap-crash,custom-memory-heap-crash,codezen-viable,3,12.424,34942,646,31411,564,False,tool_use,1
prog16-claude-codezen-viable-custom-memory-heap-crash,custom-memory-heap-crash,codezen-viable,4,16.036,35954,125,34940,32,False,tool_use,1
prog16-claude-codezen-viable-custom-memory-heap-crash,custom-memory-heap-crash,codezen-viable,5,64.971,39231,4656,35952,4519,False,tool_use,1
prog16-claude-codezen-viable-custom-memory-heap-crash,custom-memory-heap-crash,codezen-viable,6,67.546,44291,336,39229,0,False,tool_use,1
prog16-claude-codezen-viable-custom-memory-heap-crash,custom-memory-heap-crash,codezen-viable,7,72.944,44685,115,44289,0,False,tool_use,1
prog16-claude-codezen-viable-custom-memory-heap-crash,custom-memory-heap-crash,codezen-viable,8,76.938,45156,270,44683,108,False,tool_use,1
prog16-claude-codezen-viable-custom-memory-heap-crash,custom-memory-heap-crash,codezen-viable,9,82.057,46342,738,45154,237,False,tool_use,1
prog16-claude-codezen-viable-custom-memory-heap-crash,custom-memory-heap-crash,codezen-viable,10,91.865,47301,397,46340,0,False,tool_use,1
prog16-claude-codezen-viable-custom-memory-heap-crash,custom-memory-heap-crash,codezen-viable,11,94.346,47802,356,47299,0,False,tool_use,1
prog16-claude-codezen-viable-custom-memory-heap-crash,custom-memory-heap-crash,codezen-viable,12,103.766,48521,343,47800,265,False,tool_use,1
prog16-claude-codezen-viable-custom-memory-heap-crash,custom-memory-heap-crash,codezen-viable,13,108.068,49699,231,48519,135,False,tool_use,1
prog16-claude-codezen-viable-custom-memory-heap-crash,custom-memory-heap-crash,codezen-viable,14,111.242,50325,288,49697,69,False,tool_use,1
prog16-claude-codezen-viable-custom-memory-heap-crash,custom-memory-heap-crash,codezen-viable,15,122.506,53126,873,50323,699,False,tool_use,1
prog16-claude-codezen-viable-custom-memory-heap-crash,custom-memory-heap-crash,codezen-viable,16,219.381,54263,8083,53124,7668,False,tool_use,1
prog16-claude-codezen-viable-custom-memory-heap-crash,custom-memory-heap-crash,codezen-viable,17,225.855,62450,193,54261,0,False,tool_use,1
prog16-claude-codezen-viable-custom-memory-heap-crash,custom-memory-heap-crash,codezen-viable,18,234.327,62787,643,62448,470,False,tool_use,1
prog16-claude-codezen-viable-custom-memory-heap-crash,custom-memory-heap-crash,codezen-viable,19,244.568,64747,716,62785,609,False,tool_use,1
prog16-claude-codezen-viable-custom-memory-heap-crash,custom-memory-heap-crash,codezen-viable,20,247.803,65562,130,64745,0,False,tool_use,1
prog16-claude-codezen-viable-custom-memory-heap-crash,custom-memory-heap-crash,codezen-viable,21,279.625,67195,2818,65560,2528,False,tool_use,1
prog16-claude-codezen-viable-custom-memory-heap-crash,custom-memory-heap-crash,codezen-viable,22,313.996,72173,2709,67193,2595,False,tool_use,1
